episode,step,reward,epsilon,vehicle_location_edge_id,destination_edge_id,out_lanes,action_chosen,best_choice,q_values,stage,done
91,14,-0.02,0.9129761418240965,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
91,15,0.025,0.9129761418240965,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
91,16,-0.02,0.9129761418240965,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,9w,,pickup,0
91,17,-0.15,0.9129761418240965,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,"tensor([[-0.2373,  0.1663, -0.1406, -0.0634]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
92,1,-0.02,0.9120631656822724,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
92,2,0.025,0.9120631656822724,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,"tensor([[-0.3210,  0.1472, -0.1287, -0.0280]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
92,3,0.025,0.9120631656822724,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
92,4,-0.02,0.9120631656822724,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
92,5,0.025,0.9120631656822724,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
92,6,-0.02,0.9120631656822724,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
92,7,0.025,0.9120631656822724,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
92,8,-0.02,0.9120631656822724,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
92,9,0.025,0.9120631656822724,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
92,10,-0.02,0.9120631656822724,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
92,11,0.025,0.9120631656822724,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
92,12,-0.02,0.9120631656822724,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,10e,,pickup,0
92,13,0.025,0.9120631656822724,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
92,14,-0.02,0.9120631656822724,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
92,15,-0.02,0.9120631656822724,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
92,16,-0.15,0.9120631656822724,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,"tensor([[-0.2365,  0.1664, -0.1378, -0.0637]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
93,1,-0.02,0.9111511025165902,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
93,2,0.025,0.9111511025165902,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,,pickup,0
93,3,0.025,0.9111511025165902,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,14s,,pickup,0
93,4,0.025,0.9111511025165902,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",s,21s,,pickup,0
93,5,-0.15,0.9111511025165902,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,21s,,done,1
94,1,-0.02,0.9102399514140735,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
94,2,0,0.9102399514140735,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,9w,,pickup,0
94,3,-0.02,0.9102399514140735,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
94,4,0.025,0.9102399514140735,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
94,5,-0.02,0.9102399514140735,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
94,6,0.025,0.9102399514140735,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
94,7,-0.02,0.9102399514140735,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
94,8,0.025,0.9102399514140735,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
94,9,-0.02,0.9102399514140735,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
94,10,0.025,0.9102399514140735,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
94,11,-0.15,0.9102399514140735,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
95,1,-0.02,0.9093297114626595,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,"tensor([[-0.3424,  0.1428, -0.1290, -0.0233]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
95,2,0.025,0.9093297114626595,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
95,3,-0.15,0.9093297114626595,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,9w,"tensor([[-0.3123,  0.1568, -0.1319, -0.0343]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
96,1,-0.02,0.9084203817511969,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
96,2,0,0.9084203817511969,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,10e,,pickup,0
96,3,-0.15,0.9084203817511969,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,10e,"tensor([[-0.3103,  0.1529, -0.1305, -0.0309]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
97,1,-0.02,0.9075119613694457,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
97,2,0.025,0.9075119613694457,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,"tensor([[-0.3210,  0.1472, -0.1287, -0.0280]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
97,3,0.025,0.9075119613694457,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",t,10w,,pickup,0
97,4,0.025,0.9075119613694457,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,,pickup,0
97,5,-0.15,0.9075119613694457,7n,21n,"{'l': '3w', 't': '7s'}",r,14n,,done,1
98,1,-0.02,0.9066044494080763,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
98,2,0.025,0.9066044494080763,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,,pickup,0
98,3,-0.02,0.9066044494080763,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
98,4,0.025,0.9066044494080763,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,9w,"tensor([[-0.2926,  0.1621, -0.1229, -0.0341]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
98,5,-0.02,0.9066044494080763,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
98,6,0.025,0.9066044494080763,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
98,7,-0.02,0.9066044494080763,7n,21n,"{'l': '3w', 't': '7s'}",l,7n,"tensor([[ 0.3558, -0.0513,  0.3877,  0.1896]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
98,8,-0.02,0.9066044494080763,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",l,3w,,pickup,0
98,9,-0.02,0.9066044494080763,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",t,3e,,pickup,0
98,10,0.025,0.9066044494080763,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",l,5s,,pickup,0
98,11,-0.02,0.9066044494080763,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",t,2w,,pickup,0
98,12,0.025,0.9066044494080763,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",t,2e,,pickup,0
98,13,-0.15,0.9066044494080763,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2e,,done,1
99,1,-0.02,0.9056978449586682,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
99,2,0.025,0.9056978449586682,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,13s,,pickup,0
99,3,-0.02,0.9056978449586682,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
99,4,0.025,0.9056978449586682,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
99,5,0.025,0.9056978449586682,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,7n,,pickup,0
99,6,0.025,0.9056978449586682,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,"tensor([[-0.0096,  0.0955,  0.0785,  0.1521]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
99,7,-0.02,0.9056978449586682,7n,21n,"{'l': '3w', 't': '7s'}",s,7n,,pickup,0
99,8,-0.02,0.9056978449586682,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",l,3w,,pickup,0
99,9,0.025,0.9056978449586682,7n,21n,"{'l': '3w', 't': '7s'}",s,14s,,pickup,0
99,10,-0.15,0.9056978449586682,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",r,14s,"tensor([[0.1776, 0.1217, 0.1661, 0.1339]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
100,1,-0.02,0.9047921471137096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
100,2,0.025,0.9047921471137096,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,,pickup,0
100,3,-0.02,0.9047921471137096,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
100,4,-0.02,0.9047921471137096,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,9w,,pickup,0
100,5,-0.02,0.9047921471137096,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
100,6,0.025,0.9047921471137096,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
100,7,-0.02,0.9047921471137096,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
100,8,0.025,0.9047921471137096,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
100,9,-0.02,0.9047921471137096,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
100,10,0,0.9047921471137096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,13s,,pickup,0
100,11,0.025,0.9047921471137096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
100,12,-0.02,0.9047921471137096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
100,13,0.025,0.9047921471137096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
100,14,-0.02,0.9047921471137096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
100,15,0.025,0.9047921471137096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
100,16,-0.02,0.9047921471137096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
100,17,0.025,0.9047921471137096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
100,18,-0.02,0.9047921471137096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
100,19,0.025,0.9047921471137096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,"tensor([[0.0927, 0.0225, 0.0937, 0.1561]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
100,20,-0.02,0.9047921471137096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
100,21,-0.15,0.9047921471137096,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,9w,,done,1
101,1,-0.02,0.9038873549665959,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
101,2,0,0.9038873549665959,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,,pickup,0
101,3,-0.02,0.9038873549665959,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
101,4,0,0.9038873549665959,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,6n,"tensor([[0.0852, 0.0792, 0.0946, 0.1067]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
101,5,0.025,0.9038873549665959,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
101,6,-0.02,0.9038873549665959,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
101,7,0.025,0.9038873549665959,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
101,8,-0.02,0.9038873549665959,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
101,9,0.025,0.9038873549665959,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
101,10,-0.02,0.9038873549665959,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
101,11,0.025,0.9038873549665959,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
101,12,-0.02,0.9038873549665959,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
101,13,0.025,0.9038873549665959,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
101,14,0,0.9038873549665959,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
101,15,-0.02,0.9038873549665959,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
101,16,0.025,0.9038873549665959,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,9w,,pickup,0
101,17,0.025,0.9038873549665959,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
101,18,-0.02,0.9038873549665959,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,"tensor([[0.0480, 0.0235, 0.0536, 0.0781]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
101,19,0.025,0.9038873549665959,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
101,20,-0.02,0.9038873549665959,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
101,21,-0.15,0.9038873549665959,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13s,,done,1
102,1,-0.02,0.9029834676116293,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
102,2,-0.02,0.9029834676116293,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
102,3,0.025,0.9029834676116293,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
102,4,-0.02,0.9029834676116293,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,"tensor([[0.0965, 0.0967, 0.0997, 0.1155]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
102,5,-0.02,0.9029834676116293,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,5n,,pickup,0
102,6,-0.02,0.9029834676116293,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",t,5s,,pickup,0
102,7,0.025,0.9029834676116293,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,5n,,pickup,0
102,8,-0.02,0.9029834676116293,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,"tensor([[0.0602, 0.0748, 0.0667, 0.0979]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
102,9,-0.02,0.9029834676116293,8w,21n,"{'r': '4n', 'l': '11s', 't': '8e'}",r,5n,,pickup,0
102,10,0.025,0.9029834676116293,8e,21n,"{'r': '12s', 's': '9e', 'l': '5n', 't': '8w'}",l,11s,,pickup,0
102,11,-0.02,0.9029834676116293,8w,21n,"{'r': '4n', 'l': '11s', 't': '8e'}",t,8w,,pickup,0
102,12,-0.15,0.9029834676116293,8e,21n,"{'r': '12s', 's': '9e', 'l': '5n', 't': '8w'}",s,8w,,done,1
103,1,-0.02,0.9020804841440176,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
103,2,-0.02,0.9020804841440176,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
103,3,0.025,0.9020804841440176,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
103,4,-0.02,0.9020804841440176,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
103,5,-0.02,0.9020804841440176,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",s,8w,,pickup,0
103,6,-0.15,0.9020804841440176,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,8w,,done,1
104,1,-0.02,0.9011784036598737,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
104,2,0.025,0.9011784036598737,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,,pickup,0
104,3,-0.02,0.9011784036598737,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
104,4,-0.02,0.9011784036598737,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,13s,,pickup,0
104,5,-0.15,0.9011784036598737,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,13s,,done,1
105,1,-0.02,0.9002772252562138,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
105,2,0.025,0.9002772252562138,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,,pickup,0
105,3,0.025,0.9002772252562138,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",t,10w,,pickup,0
105,4,0.025,0.9002772252562138,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,"tensor([[0.0499, 0.0609, 0.0572, 0.0623]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
105,5,-0.02,0.9002772252562138,7n,21n,"{'l': '3w', 't': '7s'}",s,7n,,pickup,0
105,6,-0.15,0.9002772252562138,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",s,7n,,done,1
106,1,-0.02,0.8993769480309576,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
106,2,0.025,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
106,3,0.025,0.8993769480309576,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
106,4,-0.02,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
106,5,0.025,0.8993769480309576,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
106,6,-0.02,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
106,7,0.025,0.8993769480309576,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
106,8,-0.02,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
106,9,0.025,0.8993769480309576,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
106,10,-0.02,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
106,11,0.025,0.8993769480309576,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,"tensor([[0.0389, 0.0495, 0.0374, 0.0442]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
106,12,-0.02,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
106,13,0.025,0.8993769480309576,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
106,14,-0.02,0.8993769480309576,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
106,15,0.025,0.8993769480309576,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",s,20s,"tensor([[0.0414, 0.0494, 0.0349, 0.0404]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
106,16,0.025,0.8993769480309576,24e,21n,"{'l': '21n', 't': '24w'}",r,23w,,pickup,0
106,17,0.025,0.8993769480309576,24w,21n,"{'r': '20n', 's': '23w', 't': '24e'}",l,21n,,pickup,0
106,18,-0.15,0.8993769480309576,24e,21n,"{'l': '21n', 't': '24w'}",l,21n,,done,1
107,1,-0.02,0.8984775710829266,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
107,2,-0.02,0.8984775710829266,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
107,3,0.025,0.8984775710829266,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
107,4,-0.02,0.8984775710829266,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
107,5,-0.02,0.8984775710829266,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,5n,,pickup,0
107,6,-0.02,0.8984775710829266,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",l,1w,,pickup,0
107,7,0.025,0.8984775710829266,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",s,12s,"tensor([[0.0400, 0.0543, 0.0414, 0.0457]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
107,8,-0.02,0.8984775710829266,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",l,1w,,pickup,0
107,9,0.025,0.8984775710829266,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",s,12s,,pickup,0
107,10,-0.02,0.8984775710829266,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",l,1w,,pickup,0
107,11,0.025,0.8984775710829266,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,9e,,pickup,0
107,12,-0.15,0.8984775710829266,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,,done,1
108,1,-0.02,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
108,2,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
108,3,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
108,4,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
108,5,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
108,6,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
108,7,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
108,8,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
108,9,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
108,10,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
108,11,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
108,12,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
108,13,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
108,14,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
108,15,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,"tensor([[0.0398, 0.0448, 0.0288, 0.0298]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
108,16,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
108,17,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
108,18,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
108,19,0.025,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
108,20,-0.02,0.8975790935118436,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
108,21,-0.15,0.8975790935118436,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,13s,"tensor([[-0.1295, -0.2020, -0.1430, -0.1021]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
